0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=Cc1ccccc1;C=C(CN);C=C(C=O),23,280,1.0875164197530864,0.0711259915637214,0.0007467536418883,22.71406172839506,0.5917613663531304,2.4886913580246914,0.2589939053563539
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(CO);C=C(Br),20,280,0.8753634444444444,0.0222259038833541,0.0002151906045603,14.495617283950615,0.290483529118123,2.282666666666667,0.1686581757488014
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=CC;C=C(CO);C=CCl,23,348,1.354553086419753,0.082841211215549,0.0105014356505814,20.06087654320988,0.504991538438243,4.297876543209877,0.3107880220262103
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(C(=O)OCCO);C=C(CO),14,280,0.9704937530864196,0.0119505704771428,4.517182021995877e-05,15.499185185185189,0.2709535111649599,3.2464197530864194,0.0859234319206667
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=Cc1cccc(C)c1;C=C(C=O),20,298,0.943747901234568,0.0925053426808893,0.0006250722435082,21.23646913580247,1.3296601727408874,2.5784074074074077,0.6513395651124939
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=CCC;CC=CC;C=C(F),23,298,1.1351023456790124,0.0326282596695823,8.417818127022635e-05,19.45841975308642,0.4485674554389245,3.42358024691358,0.1519565292125001
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C,25,348,1.4307224691358025,0.1064976490267478,0.0006065821030508,16.58404938271605,0.3605189298718103,3.3327777777777774,0.5299246394128039
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C;C=C(CO),14,298,0.8041578395061729,0.0603812443468621,0.0005403182334796,11.950691358024692,0.2885036594746322,1.984185185185185,0.3562851234099415
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=CCC;C=C(CO),14,280,0.8733975185185185,0.0749192843568727,0.0007249022295314,15.48222222222222,0.6074719116607699,2.1458395061728397,0.4581741664851086
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)O);C=CCC;C=C(C(=O)NCC),14,280,0.8520312222222222,0.0202042322317398,0.0009307369618117,15.008691358024691,0.3933488898987455,2.623049382716049,0.1673861434472324
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C;C=CCC;C=CCl,20,298,1.034682703703704,0.0191581774220417,3.551705857931587e-05,16.769901234567904,0.3621555700414616,3.19520987654321,0.1105581480488198
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);CC=CC;C=C(C(=O)NCC),14,298,0.7826050864197531,0.045876579893459,0.0037397474828419,14.529296296296296,0.4338279924386157,2.2133086419753085,0.353841864727675
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)N(C)C);C=C(Br),20,348,1.0612485432098764,0.084534208770886,0.0003544373978098,20.54014814814815,0.567779671906193,3.2451604938271608,0.3549301950771925
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=CC;C=C(Br);C=C(F),23,348,1.1749706172839505,0.0334986298723196,0.0002421389645839,17.785753086419753,0.3569110111748885,3.4041358024691357,0.1265551900381435
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C=O);C=C(Br),20,280,1.1831883950617286,0.0684520152280573,0.0027409834914251,17.290382716049383,0.4506944043595594,3.569876543209876,0.3091870815947646
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);CC=CC,14,348,0.7974412839506172,0.0544578993948501,0.001562775792106,16.069716049382716,0.6603328983596058,2.290864197530864,0.1677057794808206
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)O);C=C(C(=O)N(C)C);C=CCl,23,348,0.8726215308641977,0.0642366494356468,0.0031767210387577,20.07056790123457,0.8718694394595423,1.865358024691358,0.796851106941024
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCCO);CC=CC;C=C(C=O),20,298,0.8893306049382715,0.1305335895342016,0.0036940530946743,19.132506172839506,1.1788100206465464,2.4317901234567905,0.5617737059462443
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;C=C(C(=O)N(C)C);C=C(Br),14,348,0.912792,0.0475335176449597,0.0024641935126259,16.468419753086415,0.5026288143768861,2.7659259259259263,0.3091116613853149
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCC);C=CCC;C=CCl,14,298,0.90570412345679,0.0118676956174612,1.672991514890304e-05,15.93541975308642,0.3502634234153703,2.4033209876543213,0.1163575616456058
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCC);C=C(C(=O)NCC);C=CCl,14,298,0.9582243950617284,0.0115452159914126,0.0001190947572697,17.359123456790126,0.3809166780578381,3.0353703703703703,0.1012405087085526
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)O);C=C;C=Cc1cccc(C)c1,20,298,1.1130977777777775,0.0266877151652355,2.5282139221372515e-05,19.86967901234568,0.5197849466789956,3.2039382716049376,0.2209820028244863
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)N(C)C);C=C;C=CCC,23,348,1.1389201234567905,0.0506333724549096,0.0021781014558924,22.00630864197531,0.7509561253968138,3.473962962962964,0.260551193730107
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(CN);C=C(C=O);C=C(F),23,298,1.2896312345679013,0.0184537666122541,7.257077528064227e-05,19.63223456790124,0.3264866575688697,3.5197901234567897,0.073846640561416
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=CCC;C=C(F),14,280,0.6917872469135803,0.0701304399875875,0.0036162785482274,11.827345679012346,0.5675066358559944,1.8232098765432097,0.4252524512684921
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(C(=O)O);CC=CCBr;C=CCl,20,298,0.9893856543209876,0.2277421252832301,270.8476253016822,16.868876543209876,1.7594591718340649,2.3116913580246914,1.3213860347711712
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;CC=CC;C=C(C(=O)NCC),14,298,0.6898285679012345,0.0262543731910094,0.0007925673762212,15.265543209876544,0.6293750976683183,1.565925925925926,0.3974511936114357
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=CCBr;C=C(CO);C=C(F),20,348,0.9369406296296294,0.0793624697363492,0.0036658254765051,16.691061728395063,0.4853203688154209,2.427851851851852,0.5573639259526587
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;C=CCC;C=C(F),20,348,1.164782962962963,0.0785081369132602,0.0207783068187796,21.034,0.8228175922544781,3.043691358024692,0.338477040889433
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=Cc1ccccc1;C=C(CN);C=C,20,280,1.0299324691358025,0.0334706193659883,0.0011144751325828,20.573765432098764,0.7916668190503549,2.68437037037037,0.3352211153240829
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCCO);CC=CC;C=C(Br),23,280,1.1649638271604938,0.0635012388246593,0.0008209423864145,22.727777777777774,0.5321489859145432,3.170481481481482,0.1574936495769416
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CN);C=C(C(=O)O);C=C(C(=O)OCCO),14,348,0.7657684691358025,0.0285354333274846,0.0003091460524837,15.339024691358023,0.4434872463351588,1.9554197530864197,0.2925120178684457
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)N(C)C);CC=CCBr;C=C(C=O),20,280,1.2420328395061728,0.10243684361095,256.6285706641171,22.278740740740744,0.6172960707452104,3.184148148148148,0.6307952478568564
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C=O);C=C(Br),20,280,0.9590075925925928,0.1893146758575685,190.4903125664858,16.734333333333332,0.6739913909403653,2.7565185185185186,0.7481958565646573
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CN);C=CCC;C=C(CO),20,348,0.9697165679012346,0.060961450810224,0.0004509097353987,17.657975308641976,0.6948912158456695,2.8656419753086424,0.2984636507695133
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);C=C(Br),14,298,0.8400326296296297,0.0243004286048897,6.934724173252763e-05,16.54558024691358,0.4588099169119268,2.516901234567901,0.097737062853689
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=CCBr;C=C(C(=O)NCC);C=C(C=O),23,348,1.171784938271605,0.0374453720664345,0.0003150795559761,23.559234567901232,0.6334325901092138,3.2137777777777776,0.3796087654609872
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(C(=O)O);C=C(Br),14,298,0.6136393580246914,0.018007687504013,0.0055005520377778,11.153555555555556,0.3686298622041383,1.1193209876543209,0.2474888114273867
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=Cc1ccccc1;C=C(C(=O)OCC);C=C(CO),14,298,0.92311,0.0140527951422,0.000103585641125,18.01953086419753,0.4636882756212798,2.7413456790123454,0.1123710960259345
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)N(C)C);C=CCC;C=C(CO),20,348,0.991029024691358,0.04405326748184,0.0026104062360162,20.148506172839507,0.767122974085188,2.5570123456790124,0.489230928174162
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)O);C=C(C(=O)OCCO);CC=CC,14,298,0.888015987654321,0.0128640278914669,6.0886908214962186e-05,15.839,0.2840191264642768,2.8168395061728395,0.1529471349636314
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)OCC);C=C(C(=O)NCC);C=C(CO),14,348,0.9063737037037036,0.0412445297309476,0.001772813300958,17.608975308641973,0.7205558549696736,2.6562962962962966,0.2362189005956726
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C=O);C=C(CO);C=C(F),20,348,0.9157524814814816,0.1084474179681257,0.0022081631040054,15.75641975308642,0.5943840439552368,2.528395061728395,0.5399591360627105
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=CCC;C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,280,0.8353193827160494,0.0125824627754467,8.771313688795632e-05,17.726765432098766,0.5079447153645648,2.250765432098765,0.0610317204724365
0.7895,ethanol,OCC,0.0001125370187561,C=CCC;C=C(C=O);C=C(Br),23,348,1.0586189012345677,0.1248222645658548,0.0009663161171388,19.19720987654321,0.7352252483616023,2.918691358024691,0.3789970403472604
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C=O);C=C(CO);C=C(Br),14,280,0.8424235308641975,0.0524212817173619,0.000746809374698,12.43558024691358,0.3586500018225936,2.4656172839506176,0.2812609424110578
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)O);C=C(C=O);C=C(Br),23,280,0.9402586049382716,0.0469048814200517,0.0007705261402015,17.221814814814813,0.395995732334876,2.055876543209876,0.1858338819268467
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;CC=CCBr;C=C(C(=O)NCC),14,348,0.9645276296296296,0.0161447276257526,0.0001404858843672,15.57322222222222,0.3544054663346788,3.1469753086419754,0.0951334313514823
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(CN);C=CCC;C=C(Br),23,298,0.861397012345679,0.1594457738176478,223.59387644052563,19.14934567901235,1.6543057859998076,1.6184444444444444,0.9219559990571844
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)OCC);C=CCC;CC=CC,20,280,1.0467287407407408,0.0282566282510488,0.0011638118552676,20.39018518518518,0.4732921242132069,3.187148148148148,0.1934481211668658
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)O);CC=CC,23,280,1.3387075308641976,0.0864262891464846,0.00384329276832,21.033876543209875,0.5874043422563633,3.962765432098765,0.3037767728019196
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=Cc1ccccc1;C=C(C(=O)O);C=C(C(=O)OCCO),20,280,0.9821952469135804,0.2137024157310746,231.82587184974523,23.519419753086417,1.3740018137910786,2.4181481481481484,1.0706287193025117
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=Cc1cccc(C)c1;C=C(CO),20,298,1.1016183950617284,0.038471880654939,0.0006313155170759,22.188617283950613,0.4839702462005673,3.5413703703703705,0.1517022298105484
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=C;C=CCl,14,298,0.8448041234567902,0.0499865859701152,0.0022492373055894,11.399851851851851,0.2712603464994292,2.5463950617283952,0.2601859106941834
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);CC=CCBr;C=C(C(=O)NCC),14,280,0.9552948641975308,0.0322610966912518,0.0007009418130616,17.264012345679014,0.5143855136351604,2.537481481481481,0.2360001104368391
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;CC=CCBr;C=C(C=O),23,348,1.1118786049382716,0.120538623653227,0.0002283695993909,24.148444444444447,0.8922981702835426,2.967037037037037,0.3637405276674075
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)OCC);C=C(CN);CC=CCBr,14,280,0.8247426790123458,0.0688678610026633,0.0006670325385395,15.689074074074076,0.6903523483579975,2.381074074074074,0.2320983070654785
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C=O);C=CCl,20,280,1.203521234567901,0.0144038176851812,0.0001250281901953,17.373432098765434,0.3007970046094457,3.112851851851852,0.1760861960021187
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C;C=C(F);C=CCl,23,348,0.9727513580246911,0.0762664018019081,0.0004608577664844,15.944469135802468,0.4557438387715905,2.0624074074074072,0.5279511709973528
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=CCC;CC=CC;C=CCl,14,280,0.8711065802469135,0.0326615378157623,224.8412748555845,13.20725925925926,0.3181334364726859,2.71816049382716,0.2029122815278017
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(CN);C=CCC;CC=CC,23,348,1.041718135802469,0.0986560503173329,0.0007755832757123,20.00971604938272,0.7346085584764597,3.1041481481481483,0.404659042917725
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)N(C)C);C=CCC;C=C(Br),20,280,0.9867662962962962,0.1326576875171344,262.1080024334846,20.349395061728394,0.7885808111906368,2.685185185185185,0.7631810475801004
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C;C=Cc1cccc(C)c1,20,348,1.1262662962962964,0.0224670836561173,0.000114721248606,21.26228395061728,0.429523745289022,3.241308641975309,0.1846812162990901
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=CC;C=C(Br);C=C(F),20,298,1.0072088888888888,0.0202694897710881,6.877159797726185e-05,15.572209876543209,0.3053934808964639,3.361592592592592,0.0729240731100332
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=Cc1ccccc1;C=C;C=C(C(=O)NCC),20,280,1.2391667901234569,0.0337370832283767,80.63891840390629,23.21116049382716,0.6937700095086147,3.7063703703703705,0.1897946547559675
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=CCC;C=C(C=O),20,348,0.8031617160493828,0.076855294111202,0.0011601945402802,16.15293827160494,0.8600780663057409,2.4728024691358024,0.3927118888552068
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C(C(=O)N(C)C);C=C;C=C(Br),20,348,0.9684783456790124,0.0787536106337723,0.0035562224061446,17.666234567901235,0.571751635443416,2.909814814814814,0.333791984869675
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(Br),20,280,0.9072208148148148,0.0142425786515194,5.865655215273849e-05,16.158506172839505,0.2910710796672973,2.375061728395062,0.0481208216217871
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)OCCO);C=C(C(=O)N(C)C);C=CCC,14,298,0.7682207407407408,0.0187803294004544,0.0007262966828729,16.518,0.4347647583023818,2.0074444444444444,0.0999969135326155
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(Br);C=CCl,20,348,0.950809888888889,0.0806636162698424,0.0035783102425836,15.704037037037038,0.467699926074914,2.272691358024692,0.5511114391122525
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)N(C)C);C=CCC,14,280,0.9120820987654322,0.0507968016373357,0.0024209600310227,16.00011111111111,0.4844537206043599,2.6840864197530863,0.2816888747559191
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCC);CC=CC,20,298,1.064842086419753,0.0393745494284853,0.0012001938772684,21.78137037037037,0.8478640475174676,3.090432098765432,0.3087173759750631
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(CN);C=C(C(=O)N(C)C);C=C(F),20,298,1.0580055308641978,0.0314926174684556,0.0004821134688059,18.80003703703704,0.6077795946437285,3.357061728395062,0.1864978301054725
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(C(=O)OCCO),20,348,1.04323712345679,0.0237422084385659,9.227553771241482e-05,20.00772839506173,0.4836644845739293,3.428876543209877,0.1341733154751028
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCC);C=CCC;C=C(C=O),14,348,0.7116065432098765,0.053925768400702,0.0049376002878314,14.808975308641976,0.6857624210729025,1.6255925925925927,0.4507562035145592
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=CCC;C=C(F),20,298,1.070659135802469,0.0186912722880757,5.954304283676233e-05,17.03974074074074,0.3482530574796089,3.1074814814814813,0.1476432228786771
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)OCCO);C=CCC,20,348,0.9490354814814814,0.0297944585704945,0.0027200118622874,23.30751851851852,0.753912447205991,1.6773827160493826,0.3437063621828504
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)OCCO);CC=CC;CC=CCBr,23,280,1.237090864197531,0.0540331867888782,8.729607574014851e-05,23.96746913580247,0.5820089322300384,3.020851851851852,0.2359163961096404
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=C;C=C(C=O);C=CCl,20,298,0.7171021358024692,0.1969964800564616,396.5825728706891,13.992432098765432,1.8465255123099824,1.680358024691358,1.0168610659150423
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=CC;C=C(Br),14,348,0.8431502345679013,0.0762186784771084,0.0090383574017424,12.24577777777778,0.3807318488657611,2.436716049382716,0.5058450266405564
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=Cc1ccccc1;C=C(C(=O)NCC);C=CCl,14,280,0.927940037037037,0.0278566124363808,0.0005898063397709,16.79116049382716,0.4326290988880595,2.6180246913580243,0.2089551298817932
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(CN);C=C(C(=O)O);C=C(C(=O)N(C)C),14,280,0.7976740987654319,0.0339373105333519,0.0006293149363107,14.116135802469138,0.3280464719068457,2.234592592592593,0.1777834566994199
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);C=CCl,14,280,0.8036007530864198,0.0461187417270055,0.0006857538651708,15.331061728395062,0.4561744128675317,1.934296296296296,0.284540194146711
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)O);C=CCC;C=CCl,20,348,1.1501098765432098,0.042853622187076,0.002110656774694,18.22728395061728,0.3680602552175556,3.396074074074075,0.3698565880819205
0.7895,ethanol,OCC,0.0001125370187561,C=C;C=C(C(=O)NCC);C=C(Br),20,348,0.9387311975308642,0.0556771528939899,0.0024018687749136,19.282716049382717,0.7709268629474669,2.316222222222222,0.3702028806472285
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCCO);C=C(C(=O)NCC);C=C(Br),14,280,0.8017727530864197,0.0216282101560974,0.0004948733074169,17.132024691358026,0.4290308623768438,2.510987654320988,0.1580174622189039
1.07,phenol,Oc1ccccc1,0.0001184600197433,C=C(C(=O)N(C)C);CC=CCBr;C=C(C(=O)NCC),20,280,1.0036694691358026,0.0999277033264594,234.80492683723392,23.07522222222222,0.6208705755670326,2.771320987654321,0.3026740832490114
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)O);CC=CC;C=C(Br),14,280,0.7900293456790123,0.0336196960610671,0.0010288841362865,12.485765432098765,0.290005460638454,1.968283950617284,0.3223085031827407
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=C(C(=O)NCC);C=C(CO),14,280,0.9601734320987654,0.0128782868233569,8.445067930810534e-05,15.865432098765432,0.387529240259479,3.186703703703704,0.0667067369289989
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);C=C(C(=O)O);C=CCC,23,348,1.0057491481481482,0.0526787778287766,0.0018002944346576,18.82927160493827,0.5535824966089022,2.847358024691358,0.3666567442644642
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=Cc1ccccc1;C=C(CN);C=CCC,14,298,0.708746098765432,0.1211353161220552,210.8762109836333,14.37206172839506,1.6204526219218225,1.5209629629629628,0.7245633584143301
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=CCBr;C=C(C=O);C=C(CO),23,298,1.0667214691358025,0.1014083513796225,0.0013399405777254,19.09855555555556,0.7269485012411746,2.8448395061728395,0.449559083217612
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C;C=C(C(=O)NCC);C=C(Br),20,348,0.9653949876543212,0.1267476581106361,0.0030571740875383,18.349222222222224,1.2871373251627662,2.6155802469135807,0.6478334808182384
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCCO);C=C;C=Cc1cccc(C)c1,20,298,1.2519855555555557,0.0162308228342417,2.90489961463329e-05,24.99858024691358,0.5885067704530463,3.501358024691358,0.0964613795477045
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=Cc1ccccc1;C=C;C=C(C(=O)NCC),20,298,1.1952141975308643,0.0258999496097606,0.0012722367501446,22.401074074074074,0.6751600409775333,3.3878765432098765,0.1991404605549206
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C;C=Cc1cccc(C)c1;C=C(Br),20,298,0.983857728395062,0.0801890448438143,0.0005040466868271,21.02027160493827,0.6228005053310685,2.16741975308642,0.4237775990268669
0.7895,ethanol,OCC,0.0001125370187561,C=Cc1ccccc1;C=C(CN);C=C(CO),20,348,0.9428426172839506,0.0758683047056075,0.0011158820779582,20.481802469135804,0.764654225410641,2.58058024691358,0.2507171375606496
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(CN);C=Cc1cccc(C)c1;C=C(F),20,348,0.9745421358024692,0.0353024161474219,0.0003724899311006,20.724148148148146,0.7724559376320375,2.9059259259259256,0.1483259488613645
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);C=C(C(=O)N(C)C);CC=CC,14,280,0.8475057530864197,0.0208208166367343,0.0010793691613218,16.631703703703707,0.6378484948104539,2.555975308641975,0.2061161110689523
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(CO);C=C(Br);C=C(F),23,348,1.0724686172839506,0.0542806100167619,0.001260003885275,16.910419753086423,0.334218966599005,2.581111111111111,0.3969728043675125
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=C;C=C(C=O),14,348,0.8105006913580246,0.0407634216668713,0.000212379176308,12.44769135802469,0.3630218726864445,2.364456790123457,0.2719142952023223
0.7845,acetone,CC(C)=O,0.0001233958538993,C=CCC;CC=CCBr;C=C(Br),20,280,1.1502235802469136,0.0866336008139835,0.0091078237040754,18.39012345679012,0.6077550753979774,3.428765432098765,0.3523761763644894
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=C;C=C;C=Cc1cccc(C)c1,14,280,0.8125828395061729,0.0523569612126094,0.0006938148577054,14.74562962962963,0.4504120320642621,2.2956543209876545,0.269625856935574
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=Cc1ccccc1;C=C;C=C(CO),14,298,0.6737663209876544,0.1107018401631242,222.79723571682908,13.08677777777778,1.2146075523282571,1.4814197530864197,0.4481894954228027
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)N(C)C);C=C;CC=CC,20,280,1.1620854320987657,0.0166607499904833,0.0001170149787132,19.226382716049383,0.3936116895753997,3.1597901234567902,0.120818680189368
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;CC=CC,20,348,1.2444603703703705,0.0863359120370557,0.0232434594967234,22.576345679012345,0.8876234069721156,3.618135802469136,0.3914911270327127
0.7895,ethanol,OCC,0.0001125370187561,C=C;CC=CC;C=Cc1cccc(C)c1,14,348,0.6604585061728395,0.0505892693887448,0.0011040152419636,13.8440987654321,0.7275762334151485,1.6132839506172842,0.4166522141069156
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,CC=CCBr;C=C(C(=O)NCC);C=C(F),23,298,1.2854854320987654,0.0426689912575484,0.0003597600125925,23.177,0.5958213130100642,3.3627654320987657,0.1573811345781621
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)O);C=Cc1cccc(C)c1;C=C(CO),14,348,0.8423452592592592,0.0584676524332578,0.0003546128442524,16.879506172839505,0.6180950448998902,2.382037037037037,0.2662858134237102
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=Cc1ccccc1;C=C(CO);C=C(F),14,298,0.6360608888888889,0.0929066930194077,294.7995771906179,12.478543209876545,1.1230577862883029,1.44779012345679,0.4840907402964092
0.6795,n-heptane,CCCCCCC,0.0001382033563672,CC=C;C=C(Br),24,280,1.1316223456790129,0.0517796739822458,0.0006576962321088,18.35125925925926,0.3687996805714109,3.3695802469135807,0.1147159523922996
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCCO);C=C;C=C(C=O),20,280,1.1187035802469136,0.0518284761403775,0.0001489259245016,20.168641975308645,0.5578374759695677,2.895098765432099,0.2440172835883431
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCCO);CC=CCBr;C=CCl,14,280,0.7430134444444444,0.0373414257188454,0.0008437137097967,14.575839506172835,0.3575835033891418,1.6851604938271607,0.3207284708589327
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=CCBr;C=Cc1cccc(C)c1;C=C(Br),14,298,0.9171312469135804,0.013083985244934,1.0714354329476929e-05,17.265283950617285,0.3387027989826976,2.8467777777777776,0.0716558992772721
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)OCCO);C=C;C=CCl,14,298,0.9125941358024692,0.0205118160561133,5.716382046129143e-05,15.341049382716047,0.2835788435767208,2.339530864197531,0.141530006975771
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)O);CC=CC;CC=CCBr,23,280,1.0212865185185185,0.0360635596868458,0.0005230321618809,18.654641975308643,0.4699260332824646,2.745358024691358,0.1896885236798769
0.7895,ethanol,OCC,0.0001125370187561,CC=CCBr;C=Cc1cccc(C)c1;C=C(C=O),20,348,1.1606448148148147,0.0455064487116762,0.0018838772329719,23.41454320987654,0.4732867230410975,3.069777777777777,0.2931332651049879
